dstport,protocol,tag
58138,17,sv_P5
49438,17,sv_P1
26921,17,sv_P5
45535,6,sv_P4
35712,17,email
48660,6,sv_P5
56334,17,SV_P3
16695,17,sv_P4
26714,17,SV_P3
5302,17,sv_P5
37970,6,SV_P3
34208,6,sv_P5
3061,17,email
27316,17,email
12288,6,SV_P3
51872,6,sv_P1
27980,17,sv_P2
1616,17,sv_P2
24255,6,sv_P1
14107,6,SV_P3
54228,17,sv_P5
16983,6,sv_P2
33349,6,sv_P4
27949,17,sv_P1
15529,17,SV_P3
65326,6,sv_P2
8419,6,sv_P4
27398,6,sv_P2
45473,6,sv_P1
56445,17,SV_P3
5756,17,sv_P2
41498,17,sv_P5
40270,6,sv_P5
51941,17,sv_P5
49587,17,sv_P5
40893,6,sv_P5
15700,6,sv_P1
30585,17,sv_P4
16430,6,sv_P1
38480,17,sv_P2
51647,17,SV_P3
50850,6,SV_P3
20149,17,sv_P1
34855,17,email
12247,6,email
7702,17,sv_P5
20823,6,sv_P2
35895,17,email
13821,6,sv_P5
34818,17,sv_P2
31353,6,sv_P5
37742,6,email
10844,6,sv_P1
11955,6,SV_P3
54969,6,sv_P4
64388,17,sv_P2
30511,17,sv_P1
2969,6,email
25684,17,email
28078,6,sv_P1
62303,17,sv_P5
29882,6,sv_P5
42536,17,sv_P4
1132,17,sv_P4
38778,6,SV_P3
17058,6,sv_P5
48951,6,sv_P1
41974,17,sv_P5
4681,6,SV_P3
62453,6,sv_P5
4952,17,sv_P2
27664,17,sv_P5
5398,6,sv_P2
54121,17,sv_P5
59853,6,sv_P1
32176,6,sv_P4
8918,6,email
29325,17,sv_P4
10999,17,sv_P5
22894,17,sv_P1
40752,17,email
62396,6,sv_P4
46407,6,sv_P5
36050,6,sv_P2
30803,17,sv_P2
59292,17,sv_P4
4612,17,sv_P1
26146,6,sv_P4
35711,6,sv_P4
24324,6,sv_P4
46845,6,sv_P1
53390,17,sv_P4
41117,17,sv_P5
31189,6,sv_P4
26112,6,email
59702,17,sv_P4
33699,6,email
42029,17,SV_P3
27938,17,email
39407,6,SV_P3
3909,17,email
56227,17,sv_P2
23082,17,sv_P5
45609,17,sv_P4
21304,17,sv_P4
32297,6,sv_P1
48960,6,sv_P1
26104,17,email
50875,6,sv_P2
18205,6,sv_P1
62140,6,sv_P2
17937,17,sv_P5
30914,6,sv_P5
11957,17,sv_P1
46810,17,sv_P4
51020,6,sv_P1
57173,6,sv_P1
41911,6,SV_P3
55877,17,SV_P3
58603,6,sv_P4
54827,17,email
52962,6,sv_P2
45335,6,email
56975,6,sv_P4
15509,17,SV_P3
41292,6,sv_P1
45731,17,SV_P3
6770,6,SV_P3
58919,6,sv_P4
35044,6,sv_P5
7903,6,sv_P5
57196,6,SV_P3
40040,6,SV_P3
43994,17,sv_P4
37920,17,sv_P1
36782,6,sv_P2
52662,6,sv_P2
62788,17,sv_P2
18380,17,sv_P4
4989,17,sv_P2
56541,17,email
55377,17,sv_P1
50531,17,sv_P4
35862,6,sv_P5
50496,6,sv_P5
53225,17,SV_P3
29717,6,sv_P4
3070,17,sv_P5
35051,17,sv_P2
35611,6,SV_P3
43020,6,email
35734,6,sv_P4
31752,17,sv_P1
9974,6,email
24534,17,sv_P1
2218,17,sv_P2
44322,6,email
18067,6,sv_P4
54149,6,sv_P2
14941,17,sv_P2
32766,17,SV_P3
9159,17,sv_P5
30196,17,sv_P1
11311,6,SV_P3
28672,17,sv_P4
53937,17,sv_P5
62652,17,sv_P4
2046,6,sv_P5
40202,17,SV_P3
18401,6,email
1753,6,sv_P2
20048,17,sv_P2
52167,17,email
10620,6,sv_P1
2622,17,email
6043,6,sv_P5
29679,17,sv_P5
65143,17,sv_P4
64504,6,SV_P3
35178,6,SV_P3
3848,17,email
39790,17,SV_P3
29389,17,sv_P1
12833,6,email
63057,17,SV_P3
54301,6,email
49490,6,sv_P4
37301,6,sv_P5
1677,6,sv_P2
62506,17,sv_P2
39166,17,sv_P2
27111,6,sv_P5
56383,17,email
24731,17,sv_P2
51492,17,sv_P2
51827,6,SV_P3
25837,6,sv_P5
5173,17,sv_P1
41557,6,sv_P4
4610,6,sv_P1
43515,6,sv_P4
2735,6,email
7801,17,sv_P2
49196,6,email
7528,6,sv_P1
24921,17,sv_P5
10939,6,sv_P4
10145,17,sv_P1
17205,17,email
1353,6,SV_P3
31961,6,sv_P1
45576,17,sv_P4
8582,6,sv_P5
64940,6,email
7683,17,sv_P1
17514,6,sv_P5
26634,6,sv_P4
39865,17,sv_P5
2698,6,sv_P1
24075,6,sv_P5
61890,17,SV_P3
18652,6,sv_P1
32183,17,sv_P1
47346,17,sv_P5
18596,6,SV_P3
60222,17,sv_P2
2633,6,SV_P3
21734,17,sv_P2
4618,17,sv_P2
20853,6,sv_P5
54692,6,SV_P3
53504,6,sv_P4
7535,6,SV_P3
37035,6,sv_P5
23910,6,sv_P5
60579,6,sv_P5
40662,6,sv_P1
21828,6,sv_P2
21318,6,sv_P2
62863,17,sv_P5
62533,6,sv_P1
15358,17,sv_P4
29922,17,sv_P1
1167,17,sv_P5
31883,6,sv_P4
42054,17,SV_P3
10504,17,sv_P2
1451,17,sv_P4
37297,17,sv_P5
34705,17,sv_P5
11969,6,SV_P3
10827,6,sv_P5
40136,17,email
1475,17,sv_P4
27415,6,sv_P1
22942,17,SV_P3
49855,17,sv_P1
34450,6,SV_P3
24046,17,email
54245,6,email
32997,6,sv_P2
7369,6,sv_P1
55435,17,SV_P3
40920,17,sv_P2
8487,17,sv_P1
59212,17,sv_P2
18829,17,sv_P5
16463,17,email
49335,17,sv_P5
29618,17,sv_P1
41420,6,SV_P3
61571,6,sv_P4
30795,6,sv_P1
34323,17,sv_P2
8476,17,sv_P1
35247,6,sv_P1
7835,17,email
29802,17,sv_P1
19004,6,sv_P5
40302,6,email
62855,17,sv_P1
33275,17,sv_P2
3176,6,SV_P3
14008,17,sv_P1
3911,6,sv_P4
45308,17,sv_P2
16245,6,sv_P2
15543,17,sv_P4
65022,17,sv_P1
32659,17,sv_P4
62799,6,sv_P2
7555,17,sv_P1
14201,6,email
43417,6,sv_P5
10382,17,sv_P2
57134,6,email
13950,17,sv_P2
38432,17,email
15232,17,email
52682,6,email
30397,17,SV_P3
48064,6,email
24781,17,email
26826,17,sv_P2
4355,17,SV_P3
58552,6,sv_P1
22326,17,SV_P3
25139,17,sv_P1
6296,6,sv_P2
62917,6,SV_P3
46097,6,email
45097,6,sv_P4
41798,6,sv_P2
12993,6,sv_P5
16087,17,sv_P4
34344,6,SV_P3
3704,17,SV_P3
32225,6,sv_P4
65425,6,email
48785,6,sv_P5
32753,17,sv_P1
56175,17,sv_P5
39170,17,sv_P2
50020,17,SV_P3
49330,6,sv_P4
5363,17,sv_P1
13921,6,sv_P2
40288,17,sv_P5
55455,17,SV_P3
567,6,sv_P5
61649,6,sv_P4
43509,17,sv_P2
50771,17,email
23016,17,email
10361,6,sv_P5
57340,17,sv_P4
11405,6,email
58197,17,sv_P5
15950,17,SV_P3
36500,6,sv_P1
7987,6,sv_P4
29356,17,sv_P1
22300,6,sv_P2
17228,6,email
25904,6,sv_P2
13834,6,sv_P1
48506,6,sv_P2
22856,6,sv_P2
36982,6,sv_P5
12529,6,sv_P1
25265,6,sv_P1
37240,17,sv_P4
8575,6,email
37019,17,sv_P1
23861,17,sv_P4
52774,6,email
43675,6,SV_P3
56716,17,sv_P2
25836,6,sv_P1
31697,17,email
28508,17,email
41217,17,SV_P3
58293,6,email
39024,6,sv_P2
62532,6,sv_P4
44990,6,sv_P1
49113,17,SV_P3
59794,17,sv_P2
53996,6,sv_P5
627,6,sv_P2
18890,17,SV_P3
25859,6,sv_P1
38525,6,email
16309,6,email
60186,17,email
41046,17,sv_P5
21470,6,sv_P2
3533,6,sv_P4
33839,17,sv_P1
37472,6,email
20182,17,sv_P4
21047,6,sv_P1
65119,6,email
4908,17,sv_P1
37739,17,sv_P5
44259,6,sv_P2
64118,6,email
50204,6,sv_P1
29577,6,sv_P4
20404,17,sv_P2
7358,6,sv_P5
57949,17,sv_P5
56930,6,SV_P3
61620,17,sv_P2
27788,17,email
3752,6,sv_P1
42917,17,sv_P4
12895,17,sv_P2
28145,6,sv_P2
50245,6,sv_P1
64810,17,email
33313,17,sv_P5
13879,6,SV_P3
6982,6,sv_P1
14556,17,sv_P1
4819,6,sv_P4
19251,6,email
56114,6,email
43473,17,sv_P5
42323,6,SV_P3
31549,17,email
12656,17,SV_P3
26124,17,sv_P4
4338,6,email
50966,17,email
14063,17,sv_P5
65469,17,sv_P5
41819,6,sv_P1
56261,17,SV_P3
34034,17,email
24059,6,sv_P4
21741,6,SV_P3
58901,6,sv_P2
19144,6,SV_P3
24531,6,sv_P1
14848,17,sv_P2
12513,6,SV_P3
29967,17,email
12853,17,SV_P3
12327,17,email
15514,6,sv_P1
63188,6,sv_P1
5901,17,sv_P4
25081,6,sv_P2
38076,17,sv_P2
17771,17,email
17739,17,email
1211,17,email
11791,6,SV_P3
1453,17,sv_P5
62805,17,sv_P5
35058,6,sv_P2
23594,17,sv_P1
5093,6,sv_P4
63211,6,sv_P4
61159,17,sv_P1
52336,6,sv_P5
42571,6,SV_P3
2454,17,email
3834,6,email
2775,17,sv_P4
32915,17,email
2274,6,email
23292,17,SV_P3
62488,6,sv_P1
12391,6,email
40594,6,SV_P3
63649,17,sv_P2
13002,6,email
53413,6,sv_P1
13532,6,sv_P5
47309,6,email
57938,17,sv_P1
5547,17,sv_P4
52259,17,sv_P1
34153,17,sv_P2
12241,6,email
21954,6,sv_P1
45254,6,sv_P5
24892,17,sv_P5
19185,17,email
6582,17,sv_P4
496,17,email
5127,6,SV_P3
50744,17,email
33264,17,sv_P5
64063,17,sv_P1
8042,6,sv_P4
58810,17,email
63153,17,sv_P4
6871,6,sv_P4
37712,6,sv_P4
50160,17,sv_P1
10728,17,SV_P3
38528,17,sv_P2
43047,6,SV_P3
13962,6,sv_P1
49437,6,sv_P5
30933,17,sv_P1
33865,6,sv_P5
46105,17,SV_P3
12613,6,SV_P3
58494,6,email
6356,6,sv_P1
401,17,sv_P4
27421,6,sv_P1
57569,6,sv_P2
1723,6,email
27083,17,sv_P4
43140,6,sv_P2
36582,17,email
62395,6,SV_P3
58950,17,email
22940,6,sv_P4
41074,6,email
33933,17,SV_P3
51648,6,SV_P3
8892,6,sv_P1
44818,17,sv_P2
63484,6,sv_P1
35456,6,email
5816,6,sv_P4
28639,6,SV_P3
6540,6,sv_P1
38615,6,SV_P3
12121,6,sv_P4
19809,6,SV_P3
64935,17,sv_P4
16332,17,sv_P4
50765,17,sv_P2
21409,17,SV_P3
44714,6,sv_P1
33647,6,sv_P4
14541,17,sv_P4
21305,6,sv_P4
54736,17,sv_P4
53254,6,sv_P5
45114,17,sv_P2
46651,17,sv_P1
2598,17,sv_P4
59782,6,sv_P1
63666,6,sv_P2
64731,17,email
53983,6,sv_P2
59369,6,email
34516,6,sv_P2
37254,6,sv_P1
15461,17,sv_P5
30442,6,SV_P3
14990,6,email
36777,6,sv_P1
25137,6,sv_P5
30033,17,sv_P2
39376,17,sv_P5
65482,17,SV_P3
18548,6,sv_P1
61987,6,sv_P5
42699,6,sv_P5
46793,6,sv_P1
40187,17,sv_P1
53264,6,SV_P3
4409,6,email
53448,6,sv_P2
1336,6,sv_P4
64513,17,email
14157,17,sv_P2
52548,6,sv_P4
18992,6,sv_P4
40092,6,sv_P4
63525,6,sv_P1
50623,6,sv_P2
55435,6,sv_P1
9242,17,sv_P5
60137,6,sv_P2
9263,17,sv_P4
18709,17,sv_P4
30822,6,email
2974,17,sv_P2
64905,17,SV_P3
41418,17,sv_P5
17871,17,SV_P3
15666,6,email
12060,17,sv_P5
7112,6,sv_P2
58801,6,SV_P3
48469,17,sv_P2
43676,6,SV_P3
57339,17,sv_P2
58649,17,email
17778,6,sv_P4
16714,17,sv_P1
29695,6,sv_P5
13557,17,sv_P2
55194,17,sv_P1
7164,17,SV_P3
56089,17,email
47916,6,sv_P5
57345,17,email
5588,6,sv_P4
24453,17,sv_P2
10254,6,sv_P4
21634,6,email
60946,6,sv_P5
5159,6,sv_P5
60959,6,email
12304,6,sv_P5
5216,17,sv_P2
1995,6,email
64853,6,sv_P5
44543,17,sv_P5
41063,17,sv_P5
10577,17,sv_P4
63803,17,email
37402,6,sv_P1
3743,17,sv_P1
25500,6,sv_P1
14470,6,email
24919,17,sv_P2
42629,6,sv_P5
65021,17,email
41666,6,sv_P4
50872,17,email
54384,17,email
38691,17,sv_P5
47583,6,sv_P1
13667,17,sv_P1
54837,17,sv_P4
45065,6,sv_P2
45630,6,email
1966,17,sv_P4
38126,17,SV_P3
3731,6,sv_P4
19510,6,sv_P5
64424,6,sv_P1
37348,17,sv_P1
54998,17,email
60015,17,email
46621,6,sv_P1
14105,6,sv_P5
49275,17,email
42379,6,sv_P1
30274,6,SV_P3
34879,6,sv_P1
43110,6,sv_P5
48025,6,sv_P5
56812,17,sv_P5
21898,17,email
14429,17,sv_P1
58582,17,sv_P1
39798,17,sv_P2
9183,17,sv_P2
40574,17,SV_P3
46935,17,sv_P5
52432,17,SV_P3
42879,17,sv_P2
58680,6,sv_P4
16314,17,email
44727,17,SV_P3
3073,6,sv_P1
63977,6,sv_P5
59678,6,email
10086,6,sv_P2
24170,17,sv_P1
9090,17,sv_P2
56994,6,sv_P2
2601,6,sv_P1
18779,6,sv_P4
50201,6,sv_P2
45654,17,sv_P2
3912,17,SV_P3
32487,17,email
37751,17,sv_P4
48705,6,SV_P3
7722,6,email
60698,17,sv_P1
7474,17,sv_P4
44251,6,sv_P1
13866,6,email
261,17,email
28202,6,sv_P1
11394,6,sv_P5
27984,6,sv_P2
60026,6,sv_P5
6433,17,sv_P5
15582,6,SV_P3
33954,17,sv_P1
62583,6,SV_P3
45727,17,sv_P1
29743,17,sv_P2
7535,6,email
49074,6,email
13706,17,sv_P5
12707,17,sv_P5
28445,6,SV_P3
25548,17,sv_P1
29210,17,sv_P2
34048,6,SV_P3
19478,17,sv_P5
4741,17,sv_P4
43197,17,email
55094,6,sv_P2
59394,6,sv_P5
24921,6,sv_P2
7632,17,sv_P2
19660,6,email
46044,6,SV_P3
45616,6,SV_P3
1519,17,sv_P5
11485,6,sv_P5
12294,6,sv_P5
54598,6,SV_P3
37255,17,sv_P4
9532,6,sv_P1
51092,6,sv_P1
62469,6,sv_P1
33116,6,email
9822,17,SV_P3
28756,17,sv_P5
35154,17,sv_P2
11841,6,sv_P1
8354,6,sv_P5
19901,6,SV_P3
13739,6,sv_P5
53898,17,sv_P1
6634,17,SV_P3
46328,17,SV_P3
22969,17,sv_P1
36896,6,sv_P1
28911,6,sv_P4
59907,6,sv_P2
6391,6,email
56126,6,sv_P1
47898,17,sv_P5
54796,6,email
39690,17,sv_P1
63352,6,sv_P4
39725,6,sv_P5
54302,17,sv_P5
29699,6,sv_P1
45553,17,sv_P2
28441,6,sv_P5
27722,17,sv_P4
9756,6,sv_P1
4586,6,sv_P4
15476,6,sv_P5
15735,6,SV_P3
15197,17,SV_P3
29615,17,sv_P5
52545,17,email
34247,6,sv_P5
13746,17,sv_P4
6038,17,sv_P5
35801,6,sv_P2
36107,6,SV_P3
53528,17,sv_P5
24474,6,sv_P1
52972,17,email
28247,6,sv_P5
23575,17,sv_P2
51512,17,email
49597,17,sv_P4
52907,17,sv_P1
16753,17,sv_P5
32391,6,sv_P4
65495,6,sv_P1
19798,17,sv_P1
6957,6,SV_P3
43143,17,sv_P1
43944,6,sv_P2
31127,17,sv_P1
14704,17,sv_P4
50467,6,sv_P4
49726,6,sv_P1
529,6,sv_P4
16293,17,sv_P4
63729,17,sv_P5
39131,6,sv_P4
33411,6,email
7494,17,sv_P1
1618,6,sv_P1
1680,17,sv_P4
31766,6,email
49223,6,sv_P1
48089,6,sv_P1
36680,17,sv_P4
57549,17,sv_P4
29775,6,SV_P3
55771,6,email
15651,17,SV_P3
51883,17,email
52238,6,sv_P4
45042,17,email
4565,17,sv_P5
49883,17,email
15147,6,sv_P1
43591,6,SV_P3
32864,6,email
64358,6,sv_P4
26506,17,sv_P4
52683,6,sv_P1
13410,6,sv_P2
17068,6,SV_P3
46773,6,sv_P4
63389,6,sv_P5
3671,17,sv_P4
62001,6,sv_P4
34493,17,sv_P2
7698,6,email
1489,17,SV_P3
51606,6,sv_P1
60033,17,sv_P2
14889,6,sv_P2
22936,6,sv_P4
3349,17,sv_P2
29309,17,sv_P1
28840,6,sv_P1
11478,6,sv_P2
13872,6,sv_P2
47296,17,SV_P3
35243,6,sv_P4
55759,17,sv_P2
12997,6,SV_P3
52770,6,SV_P3
57429,17,sv_P2
15674,17,email
22388,17,SV_P3
33876,6,email
50738,17,sv_P2
54965,17,sv_P1
2089,6,sv_P4
3345,17,sv_P5
737,6,email
31098,17,SV_P3
8780,17,sv_P2
56974,6,sv_P2
49689,17,sv_P2
17917,6,sv_P5
22908,6,sv_P5
25364,6,email
36906,6,sv_P4
57100,6,sv_P1
55683,17,sv_P1
43550,17,SV_P3
11325,17,sv_P5
4856,6,SV_P3
54487,6,sv_P1
63288,6,sv_P2
34628,6,email
55210,6,sv_P2
18713,6,SV_P3
53793,17,sv_P2
28493,17,sv_P2
27450,6,email
10165,17,sv_P4
53334,6,sv_P1
14452,17,SV_P3
7870,17,sv_P1
36339,17,sv_P4
35997,17,SV_P3
55284,6,sv_P1
50372,6,sv_P1
40186,17,sv_P1
49701,17,email
45913,17,email
63643,6,sv_P1
40378,6,sv_P2
65381,17,sv_P1
14502,6,SV_P3
49502,17,SV_P3
14521,6,sv_P1
22335,17,sv_P2
13860,17,SV_P3
18941,6,sv_P5
47541,17,SV_P3
46992,6,sv_P1
14965,6,sv_P2
7902,6,sv_P4
30812,6,sv_P1
38112,6,sv_P4
31369,17,sv_P2
22747,17,sv_P5
42241,17,sv_P1
42716,6,email
3684,6,email
54125,17,sv_P2
28158,6,sv_P1
4196,6,sv_P2
56356,6,email
46116,6,sv_P2
21773,6,sv_P2
37407,6,SV_P3
1508,6,sv_P1
29822,6,sv_P5
47666,6,sv_P1
24647,17,sv_P4
45635,17,sv_P2
52286,17,sv_P2
18524,6,sv_P1
60313,17,sv_P5
34730,17,email
26006,6,SV_P3
44024,6,sv_P2
2871,17,sv_P2
64582,6,sv_P1
15545,17,sv_P1
36889,6,SV_P3
21714,6,email
49283,6,sv_P2
55961,17,sv_P4
41762,17,email
23251,17,email
8910,17,sv_P5
49833,17,sv_P2
55938,17,SV_P3
5402,6,sv_P1
17328,6,SV_P3
34620,17,SV_P3
10962,6,SV_P3
61215,6,email
31986,6,sv_P1
31683,6,email
38492,6,sv_P1
35709,6,sv_P2
62687,17,sv_P1
46128,17,sv_P2
53189,17,sv_P2
34006,17,sv_P2
22357,17,sv_P5
7797,17,sv_P4
22813,6,SV_P3
21263,17,sv_P1
47685,6,email
59751,17,sv_P2
17680,6,sv_P2
18107,17,sv_P5
4041,17,sv_P4
11607,17,sv_P2
42433,6,sv_P2
34285,17,sv_P5
31538,6,sv_P5
15656,17,SV_P3
63697,17,SV_P3
30297,6,sv_P5
47624,6,SV_P3
22394,17,sv_P2
22429,6,sv_P5
20064,17,sv_P2
12975,17,email
6146,6,sv_P1
50729,17,sv_P2
4983,17,sv_P5
28563,17,email
57460,6,email
61606,17,sv_P5
38507,6,email
2353,6,sv_P1
19316,6,sv_P5
23000,17,email
21671,17,sv_P5
11018,17,sv_P1
61667,17,email
50783,6,sv_P2
63351,17,sv_P2
2729,17,sv_P1
42371,6,SV_P3
46270,6,SV_P3
3724,17,sv_P5
17907,6,sv_P1
45997,6,sv_P4
65128,17,sv_P2
12499,6,sv_P4
42157,6,email
22392,6,sv_P5
35307,6,sv_P2
60592,17,sv_P5
16581,17,sv_P4
12152,17,email
1233,6,SV_P3
64461,17,sv_P5
47585,6,sv_P1
21687,17,email
5835,17,SV_P3
57745,17,email
40803,6,sv_P5
41572,6,sv_P4
16246,6,sv_P1
16897,6,sv_P4
44967,6,SV_P3
63481,17,sv_P5
39769,6,sv_P4
18436,17,email
46305,17,sv_P4
1390,6,SV_P3
47018,6,email
41476,6,sv_P2
25327,6,sv_P4
22241,17,sv_P1
36139,17,sv_P4
15673,17,sv_P5
58110,17,email
53365,17,sv_P5
36847,17,sv_P1
21417,6,sv_P5
30606,17,email
28254,6,email
1304,6,sv_P5
52342,17,SV_P3
33054,6,sv_P1
38552,6,SV_P3
18992,6,SV_P3
18392,6,sv_P2
3355,6,sv_P2
57051,17,email
4446,6,sv_P1
2258,17,email
45295,17,sv_P5
47795,6,sv_P2
33051,6,sv_P4
63914,17,sv_P1
4810,6,sv_P4
25792,6,SV_P3
33787,17,SV_P3
26754,17,sv_P4
4007,17,email
34578,17,sv_P4
15890,17,email
26368,6,sv_P2
9955,6,sv_P2
54792,6,sv_P1
36362,6,SV_P3
22947,17,sv_P2
14812,17,sv_P5
61944,6,SV_P3
20757,17,SV_P3
59160,6,sv_P4
62776,6,sv_P5
34651,17,sv_P1
57968,17,sv_P1
52323,6,SV_P3
50602,17,sv_P2
15165,6,sv_P1
39280,17,sv_P1
18487,6,email
28806,17,sv_P2
47585,17,sv_P1
17181,6,sv_P4
1473,6,sv_P5
27041,6,sv_P2
41317,6,email
22501,17,sv_P5
64024,6,email
21855,17,sv_P4
6686,17,sv_P4
43271,6,SV_P3
36952,6,SV_P3
24964,6,email
54972,6,sv_P4
51691,17,sv_P1
42014,17,sv_P5
38353,6,sv_P2
54174,17,email
32048,17,email
34640,6,email
10274,6,sv_P5
43761,17,SV_P3
3718,6,SV_P3
37738,6,sv_P5
32247,6,sv_P4
42554,6,SV_P3
5635,17,sv_P2
59375,6,SV_P3
48352,6,SV_P3
7355,6,sv_P4
8695,6,SV_P3
58804,17,sv_P2
46032,6,sv_P1
53957,6,sv_P1
63744,6,SV_P3
26657,6,sv_P4
58337,17,sv_P2
59747,17,email
32238,6,sv_P5
59648,6,sv_P4
17945,6,sv_P1
13603,17,sv_P4
1198,17,sv_P5
14984,6,sv_P1
4871,6,SV_P3
5182,17,sv_P4
30402,17,sv_P2
14510,17,email
63756,17,sv_P5
56862,17,sv_P1
24131,6,sv_P1
7889,17,SV_P3
8274,6,sv_P1
48739,6,sv_P2
60305,6,sv_P5
15894,17,SV_P3
35724,17,sv_P4
23467,6,sv_P2
42208,17,SV_P3
11954,17,sv_P2
21491,17,email
9457,17,sv_P1
32333,6,sv_P5
63300,6,sv_P5
1378,6,sv_P2
7317,17,SV_P3
18994,6,sv_P2
29896,17,sv_P1
41592,17,sv_P5
36498,6,sv_P4
54442,17,sv_P2
39973,6,sv_P5
4375,6,SV_P3
39536,17,sv_P2
7643,6,sv_P4
48875,17,sv_P1
1183,6,sv_P4
61512,6,sv_P4
25578,6,sv_P2
53838,6,sv_P5
29116,17,sv_P5
43012,17,SV_P3
64827,6,SV_P3
9973,17,SV_P3
63379,6,sv_P5
25389,6,sv_P4
3851,17,sv_P4
2614,6,sv_P5
19716,6,sv_P2
19281,17,sv_P5
36704,6,email
12952,6,sv_P4
36140,17,email
4040,17,email
49168,17,sv_P2
33238,17,email
4925,17,sv_P2
7374,6,sv_P1
51883,17,sv_P2
18814,6,sv_P2
15645,17,sv_P4
43107,17,sv_P4
38862,17,sv_P5
61011,17,sv_P5
37054,17,sv_P1
32411,17,sv_P1
36504,6,SV_P3
18385,6,SV_P3
47307,17,SV_P3
26362,6,SV_P3
52310,6,email
55686,17,email
58194,17,sv_P1
11308,6,sv_P1
65012,6,sv_P5
47689,6,SV_P3
54259,17,SV_P3
27354,17,SV_P3
62387,17,sv_P5
21426,17,SV_P3
45815,17,sv_P2
2732,6,sv_P2
38599,17,sv_P4
56505,6,sv_P2
12987,17,sv_P5
53587,17,sv_P2
34056,17,sv_P5
57509,17,email
40540,17,sv_P1
11973,6,sv_P4
56941,17,email
39387,6,email
52018,17,sv_P2
21888,6,sv_P2
17320,6,sv_P5
45891,17,sv_P1
37703,17,sv_P1
61506,6,sv_P5
45702,17,SV_P3
24597,17,sv_P4
12445,17,sv_P2
56839,17,sv_P2
3663,17,SV_P3
12103,17,sv_P1
52550,6,SV_P3
36186,6,sv_P1
56542,6,sv_P4
26599,17,email
47013,6,sv_P4
60647,17,sv_P4
34296,17,SV_P3
32348,17,sv_P1
10156,17,sv_P5
12914,17,sv_P4
51041,6,sv_P2
20142,6,sv_P2
45602,6,sv_P4
27359,17,sv_P5
1683,17,SV_P3
17306,6,sv_P1
44996,17,sv_P5
40979,17,SV_P3
63614,17,sv_P5
13954,6,sv_P4
4462,17,SV_P3
40173,6,SV_P3
63246,17,sv_P2
57781,6,sv_P4
52565,17,sv_P4
7514,17,email
3133,17,sv_P1
53691,17,email
28689,17,sv_P5
48394,6,sv_P5
44540,6,email
60639,17,SV_P3
50739,17,sv_P2
7557,17,SV_P3
19452,6,sv_P5
9176,17,sv_P4
58903,17,sv_P5
33480,17,sv_P2
26737,6,SV_P3
65159,6,email
37082,6,sv_P5
23249,6,sv_P2
13575,6,email
30893,17,sv_P4
22504,6,sv_P5
23970,17,email
19501,17,sv_P4
21173,17,email
4886,17,SV_P3
13946,6,sv_P5
62148,17,sv_P2
30576,17,SV_P3
42668,17,sv_P4
13192,6,email
21983,17,SV_P3
28619,6,email
55135,6,email
49651,6,email
57448,17,sv_P4
16241,6,sv_P1
27130,6,sv_P5
50472,17,SV_P3
17587,6,sv_P4
48423,6,sv_P4
8109,6,sv_P4
1497,17,SV_P3
50706,6,sv_P4
52951,17,sv_P2
31159,17,sv_P1
41014,17,email
5849,6,SV_P3
1969,6,email
11129,17,SV_P3
18560,6,SV_P3
3535,17,SV_P3
6964,17,email
34967,6,sv_P1
19091,6,sv_P2
15048,6,sv_P2
44185,6,sv_P2
10226,17,sv_P5
53812,6,sv_P4
28560,17,sv_P2
31910,17,sv_P2
53688,6,sv_P4
21701,17,sv_P2
32052,6,sv_P5
5066,17,sv_P5
63120,17,sv_P2
39554,6,sv_P4
8430,6,sv_P5
31094,6,email
23028,6,sv_P4
34579,17,sv_P2
43512,17,sv_P1
62359,17,sv_P1
38280,6,sv_P4
18423,17,SV_P3
42498,6,SV_P3
16824,17,email
12056,17,email
32339,6,SV_P3
20608,17,sv_P5
2149,17,email
18459,17,SV_P3
4695,17,sv_P2
36230,6,sv_P1
47603,6,SV_P3
14920,6,sv_P4
13195,6,sv_P4
54789,6,sv_P4
8209,6,sv_P5
28579,6,sv_P4
51966,17,sv_P4
10620,17,sv_P4
24876,6,sv_P4
40923,6,sv_P2
13292,6,sv_P4
26621,17,SV_P3
2470,6,email
34175,6,sv_P4
40968,6,sv_P4
54447,6,email
47665,17,sv_P4
40035,6,sv_P1
35358,6,sv_P4
18694,6,sv_P4
53355,17,sv_P1
30105,6,sv_P4
3458,17,sv_P1
64457,17,sv_P5
57560,17,SV_P3
12034,6,sv_P5
27979,6,SV_P3
15151,6,email
48786,17,email
32157,17,SV_P3
2420,6,sv_P1
19940,17,sv_P4
65282,17,email
48445,17,sv_P2
1376,6,SV_P3
62795,6,sv_P1
8127,6,SV_P3
6249,6,sv_P1
14139,17,SV_P3
4093,17,sv_P4
24792,6,email
20446,17,email
60395,6,sv_P5
62987,17,email
56926,6,sv_P1
14464,6,sv_P4
41700,6,sv_P4
20035,17,sv_P1
27899,6,email
3360,6,email
41095,17,sv_P4
837,17,email
4535,6,sv_P5
27083,6,sv_P4
1411,17,email
19958,6,sv_P1
28588,6,SV_P3
5396,17,sv_P2
43563,17,sv_P2
23239,17,sv_P4
60826,17,sv_P1
7279,6,sv_P5
26061,6,SV_P3
33042,6,sv_P5
11957,6,sv_P1
39601,6,sv_P4
43796,17,sv_P4
55111,17,sv_P4
11325,17,SV_P3
31637,6,sv_P5
57473,17,sv_P4
